form,exp,type,geozone,date,stemp,btemp,btime,start,visib,maxdepth,current,habitat,species,abundance,year,as_as_date,quarter_year,lat,lon,lat2,lon2,state,semester,abundance2,maxsst30,maxsst60,maxsst90,maxsst180,maxsst360,maxanom30,maxanom60,maxanom90,maxanom180,maxanom360,maxsst30_days,maxsst60_days,maxsst90_days,maxsst180_days,maxsst360_days,maxanom30_days,maxanom60_days,maxanom90_days,maxanom180_days,maxanom360_days
5016799,E,3,22120019,7/8/08,0,49,53,9,2,8,2,2,173,2,2008,7/8/08,Q3.2008,48 30.981,-122 56.013,48.30981,-122.56013,WA,2.2008,2,11.47,11.47,11.47,11.47,14.16,NaN,NaN,NaN,NaN,NaN,6,6,6,6,346,29,59,89,179,359
56511,E,3,41140523,5/6/06,0,0,46,11,2,7,3,2,173,0,2006,5/6/06,Q2.2006,36 33.152,-121 56.268,36.33152,-121.56268,CA,1.2006,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5096665,E,3,11490707,4/9/15,0,50,62,10,3,10,2,11,173,0,2015,4/9/15,Q2.2015,50 50.92,-127 38.74,50.50920,-127.38740,BC,1.2015,0,9.66,9.66,9.66,11.46,13.21,1.87,2.13,2.13,2.21,2.21,10,10,10,169,240,10,55,55,152,152
5112018,E,3,13350001,5/14/16,0,49,60,11,1,10,3,11,173,2,2016,5/14/16,Q2.2016,49 18.835,-124 14.497,49.18835,-124.14497,BC,1.2016,2,16.02,16.02,16.02,16.02,20.12,3.66,3.66,3.66,3.66,5.30,0,0,0,0,287,0,0,0,0,350
5079951,E,3,13340004,1/12/14,0,46,44,11,3,10,3,12,173,0,2014,1/12/14,Q1.2014,49 17.42,-124 08.45,49.17420,-124.08450,BC,1.2014,0,7.95,9.72,11.94,21.02,21.02,0.76,0.76,1.07,4.92,4.92,20,59,89,171,171,11,58,73,171,171
5083675,E,3,13411005,5/10/14,0,48,56,13,2,8,2,12,173,3,2014,5/10/14,Q2.2014,48 40.332,-123 19.546,48.40332,-123.19546,BC,1.2014,11,9.67,9.67,9.67,9.67,14.12,0.22,0.24,0.24,0.38,1.71,4,4,4,4,297,8,57,57,114,297
5090214,N,3,11490720,10/4/14,49,49,60,11,3,10,2,12,173,2,2014,10/4/14,Q4.2014,50 52.008,-127 39.472,50.52008,-127.39472,BC,2.2014,2,12.04,13.21,13.21,13.21,13.21,1.13,1.13,1.13,1.13,1.13,13,53,53,53,53,0,0,0,0,0
5101052,N,3,13230003,7/19/15,0,57,61,10,3,8,3,11,173,1,2015,7/19/15,Q3.2015,49 30.913,-124 34.693,49.30913,-124.34693,BC,2.2015,1,19.69,19.69,19.69,19.69,20.77,4.43,5.23,5.23,5.23,5.23,19,19,19,19,354,19,48,48,48,48
5072353,N,3,42070217,6/23/13,65,57,29,11,2,9,3,1,173,0,2013,6/23/13,Q2.2013,32 40.949,-117 16.253,32.40949,-117.16253,CA,1.2013,0,19.07,19.19,19.19,19.19,22.48,1.34,1.85,1.85,1.85,1.91,5,32,32,32,306,21,32,32,32,306
5070371,E,3,11490710,4/30/13,0,43,30,10,3,9,1,12,173,0,2013,4/30/13,Q2.2013,50 52.36,-127 39.70,50.52360,-127.39700,BC,1.2013,0,8.42,8.42,8.50,9.15,12.51,0.09,0.78,1.29,1.29,1.29,5,5,85,147,282,27,49,85,85,85
5053032,N,3,31040301,11/20/11,48,46,35,14,1,3,1,11,173,2,2011,11/20/11,Q4.2011,45 25.5,-123 56.47,45.25500,-123.56470,OR,2.2011,2,13.46,15.42,16.31,16.31,16.31,NaN,NaN,NaN,NaN,NaN,28,57,87,87,87,29,59,89,179,359
5131635,E,3,22120009,9/2/17,0,55,61,12,3,8,2,11,173,0,2017,9/2/17,Q3.2017,48 26.575,-122 55.247,48.26575,-122.55247,WA,2.2017,0,13.90,14.11,14.11,14.11,14.11,1.94,1.98,2.40,2.40,2.40,0,39,39,39,39,0,39,82,82,82
5031797,N,3,28100005,2/25/10,0,47,65,12,4,7,2,12,173,3,2010,2/25/10,Q1.2010,47 20.86,-122 33.37,47.20860,-122.33370,WA,1.201,11,8.55,8.55,9.68,14.12,14.58,0.95,0.95,0.95,1.50,2.19,9,9,89,164,218,9,9,9,164,256
5068905,E,3,14020002,3/24/13,45,45,37,14,2,7,1,12,173,2,2013,3/24/13,Q1.2013,48 18.02,-123 32.37,48.18020,-123.32370,BC,1.2013,2,7.74,7.74,8.23,10.49,12.37,-0.09,0.25,0.40,0.77,0.77,11,45,89,177,220,29,45,62,110,110
5072309,E,3,13650101,6/8/13,0,50,49,11,2,10,3,12,173,3,2013,6/8/13,Q2.2013,49 22.20,-123 17.60,49.22200,-123.17600,BC,1.2013,11,15.87,15.87,15.87,15.87,19.23,1.94,2.03,2.03,2.03,2.94,2,2,2,2,294,2,31,31,31,294
5095687,N,3,56090002,7/13/13,60,45,45,14,2,8,3,11,173,2,2013,7/13/13,Q3.2013,55 17.583,-131 32.667,55.17583,-131.32668,AK,2.2013,2,14.86,14.86,14.86,14.86,14.96,3.33,3.33,3.33,3.33,3.33,26,26,26,26,331,26,26,26,26,26
5063453,N,3,13230010,9/28/12,0,48,60,14,3,7,3,11,173,3,2012,9/28/12,Q3.2012,49 28.965,-124 39.028,49.28965,-124.39028,BC,2.2012,11,16.54,20.10,20.18,20.18,20.18,1.60,3.94,4.38,4.38,4.38,19,41,78,78,78,19,41,78,78,78
5129986,E,3,22140039,7/16/17,51,51,48,10,3,7,2,11,173,0,2017,7/16/17,Q3.2017,48 37.450,-123 11.050,48.37450,-123.11050,WA,2.2017,0,11.94,11.94,11.94,11.94,15.27,0.48,0.57,0.68,0.68,2.94,9,9,9,9,336,28,45,85,85,336
5097054,E,3,26140004,5/4/15,50,0,52,18,1,8,3,9,173,0,2015,5/4/15,Q2.2015,47 27.13,-122 22.78,47.27130,-122.22780,WA,1.2015,0,11.28,11.28,11.28,12.59,16.03,2.01,2.04,2.04,2.14,2.94,0,0,0,179,271,13,38,38,179,271
5071593,N,3,22160005,6/8/13,48,0,42,12,2,6,3,11,173,2,2013,6/8/13,Q2.2013,48 50.580,-123 02.684,48.50580,-123.02684,WA,1.2013,2,11.40,11.40,11.40,11.40,13.80,0.54,0.81,0.81,1.02,1.51,2,2,2,2,295,29,32,32,170,295
5052126,E,3,13530101,10/3/11,0,51,48,15,4,12,3,12,173,3,2011,10/3/11,Q4.2011,49 46.78,-124 11.39,49.46780,-124.11390,BC,2.2011,11,17.93,18.61,18.61,18.61,18.61,3.04,3.04,3.04,3.04,3.04,24,43,43,43,43,24,24,24,24,24
5087601,E,3,27030105,8/6/14,0,49,62,12,3,7,3,2,173,3,2014,8/6/14,Q3.2014,48 23.52,-124 41.80,48.23520,-124.41800,WA,2.2014,11,12.60,12.60,12.89,12.89,12.94,0.42,0.46,2.42,2.42,2.42,29,29,84,84,335,29,36,84,84,84
5055853,E,3,23304006,12/12/11,46,50,76,10,2,13,3,2,173,3,2011,12/12/11,Q4.2011,47 26.057,-123 07.184,47.26057,-123.07184,WA,2.2011,11,9.51,11.51,12.06,14.65,14.65,-0.40,0.26,0.37,2.03,2.03,29,59,78,108,108,11,59,76,108,108
5064141,E,3,13220005,9/27/12,0,52,51,20,1,7,1,2,173,3,2012,9/27/12,Q3.2012,49 28.699,-124 43.713,49.28699,-124.43713,BC,2.2012,11,16.54,20.10,20.18,20.18,20.18,1.60,3.94,4.38,4.38,4.38,18,40,77,77,77,18,40,77,77,77
54542,E,3,27030105,8/13/06,0,44,38,16,3,8,3,9,173,3,2006,8/13/06,Q3.2006,48 23.52,-124 41.80,48.23520,-124.41800,WA,2.2006,11,12.58,12.59,12.79,12.79,12.79,0.19,0.87,1.56,1.56,1.77,20,36,69,69,69,20,56,69,69,214
5089260,E,3,22140008,9/24/14,52,50,54,9,3,9,2,8,173,1,2014,9/24/14,Q3.2014,48 30.387,-122 59.458,48.30387,-122.59458,WA,2.2014,1,13.65,14.21,14.39,14.39,14.39,NaN,NaN,NaN,NaN,NaN,17,48,70,70,70,29,59,89,179,359
5052521,E,3,31060102,10/26/11,53,45,36,10,3,10,1,8,173,0,2011,10/26/11,Q4.2011,44 56.221,-124 03.996,44.56221,-124.03996,OR,2.2011,0,14.80,14.80,14.80,15.13,15.13,NaN,NaN,NaN,NaN,NaN,26,26,26,100,100,29,59,89,179,359
5064861,E,3,13470002,11/2/12,0,46,50,15,2,8,2,12,173,3,2012,11/2/12,Q4.2012,48 27.34,-123 15.98,48.27340,-123.15980,BC,2.2012,11,10.46,12.87,13.82,13.82,13.82,0.56,1.11,1.54,1.54,1.54,22,55,77,77,77,4,55,77,77,77
62131,E,3,27030102,8/21/07,0,51,65,16,2,7,2,11,173,3,2007,8/21/07,Q3.2007,48 23.67,-124 40.21,48.23670,-124.40210,WA,2.2007,11,13.36,13.36,13.36,13.36,13.36,0.97,0.97,0.97,0.97,0.97,28,28,28,28,28,28,28,28,28,28
5033418,E,3,13590511,4/18/10,48,48,40,12,3,9,2,12,173,2,2010,4/18/10,Q2.2010,49 46.013,-123 58.201,49.46013,-123.58201,BC,1.201,2,10.39,10.39,10.39,10.83,21.00,0.38,1.00,1.16,1.16,4.73,0,0,0,178,264,0,53,63,63,264
5082186,E,3,28100002,3/22/14,46,44,69,9,2,8,1,2,173,0,2014,3/22/14,Q1.2014,47 35.168,-122 32.862,47.35168,-122.32862,WA,1.2014,0,8.76,8.76,8.76,13.10,15.64,1.02,1.02,1.02,1.02,2.74,17,17,17,179,241,17,17,17,17,200
5130443,E,3,27030103,8/4/17,0,0,45,9,2,9,1,2,173,0,2017,8/4/17,Q3.2017,48 23.68,-124 40.60,48.23680,-124.40600,WA,2.2017,0,12.72,12.72,12.72,12.72,13.17,0.30,0.69,0.69,1.12,3.36,0,0,0,0,356,0,42,42,104,267
5103869,N,3,13230013,9/27/15,61,52,41,14,3,7,2,2,173,0,2015,9/27/15,Q3.2015,49 29.002,-124 38.612,49.29002,-124.38612,BC,2.2015,0,16.66,19.94,19.94,19.94,19.94,1.38,3.80,4.43,5.23,5.23,29,58,58,58,58,14,58,89,118,118
5037803,E,3,29010001,8/23/10,0,47,71,10,3,5,3,2,173,3,2010,8/23/10,Q3.2010,48 21.88,-124 43.62,48.21880,-124.43620,WA,2.201,11,11.83,12.64,12.64,12.64,12.64,-0.59,0.43,1.04,1.04,1.28,17,45,45,45,45,17,45,77,77,187
5118437,E,3,12090904,10/11/16,54,54,53,16,2,9,3,2,173,2,2016,10/11/16,Q4.2016,48 58.118,-125 01.387,48.58118,-125.01387,BC,2.2016,2,15.17,17.52,17.52,17.52,17.52,2.88,4.64,4.64,4.64,4.64,28,45,45,45,45,0,45,45,45,45
5090238,N,3,11490720,10/11/14,49,49,60,8,3,9,1,12,173,0,2014,10/11/14,Q4.2014,50 52.008,-127 39.472,50.52008,-127.39472,BC,2.2014,0,12.04,12.81,13.21,13.21,13.21,1.43,1.43,1.43,1.43,1.43,20,59,60,60,60,3,3,3,3,3
5022829,N,3,26140007,4/29/09,70,45,36,16,1,5,3,11,173,2,2009,4/29/09,Q2.2009,47 20.91,-122 19.39,47.20910,-122.19390,WA,1.2009,2,8.94,8.94,8.94,10.76,14.59,0.05,0.05,0.05,0.61,1.71,7,7,7,178,284,7,7,7,147,284
5093309,E,3,13560005,1/10/15,0,46,40,11,4,10,2,12,173,0,2015,1/10/15,Q1.2015,49 44.525,-124 02.002,49.44525,-124.02002,BC,1.2015,0,8.44,10.30,13.64,20.44,20.44,NaN,NaN,NaN,NaN,NaN,29,59,89,164,164,29,59,89,179,359
5038075,E,3,27030111,8/27/10,0,45,53,12,3,6,2,2,173,3,2010,8/27/10,Q3.2010,48 23.59,-124 39.31,48.23590,-124.39310,WA,2.201,11,11.86,12.64,12.64,12.64,12.64,-0.43,0.43,1.04,1.04,1.28,2,49,49,49,49,2,49,81,81,191
5094511,E,3,23301012,2/28/15,0,47,35,13,3,5,2,2,173,2,2015,2/28/15,Q1.2015,47 33.879,-123 00.890,47.33879,-123.00890,WA,1.2015,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29,59,89,179,359,29,59,89,179,359
5060845,E,3,42030238,7/22/12,0,64,71,17,2,6,3,1,173,0,2012,7/22/12,Q3.2012,33 25.660,-118 26.000,33.25660,-118.26000,CA,2.2012,0,19.55,19.55,19.55,19.55,19.96,-0.06,0.24,0.47,0.47,0.47,0,0,0,0,359,0,36,73,73,73
5026415,N,3,32010110,8/7/09,0,52,43,13,2,8,2,2,173,3,2009,8/7/09,Q3.2009,44 34.998,-124 06.09,44.34998,-124.06090,OR,2.2009,11,13.88,13.88,13.88,13.88,14.54,0.00,1.15,1.15,1.15,1.15,0,0,0,0,354,0,57,57,57,57
5100209,N,3,28100017,7/8/15,0,56,80,10,2,7,2,2,173,0,2015,7/8/15,Q3.2015,47 35.33,-122 33.48,47.35330,-122.33480,WA,2.2015,0,15.27,15.27,15.27,15.27,16.04,2.89,2.89,2.89,2.89,2.96,6,6,6,6,336,6,6,6,6,336
5067890,E,3,41140223,2/10/13,51,50,43,11,2,6,1,2,173,2,2013,2/10/13,Q1.2013,36 36.92,-121 53.94,36.36920,-121.53940,CA,1.2013,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5089178,E,3,22140012,9/22/14,0,52,50,10,2,10,1,12,173,0,2014,9/22/14,Q3.2014,48 35.47,-123 12.19,48.35470,-123.12190,WA,2.2014,0,13.23,14.30,14.30,14.30,14.30,1.45,2.00,2.00,2.21,2.21,26,47,47,47,47,0,47,47,106,106
5130444,E,3,27030105,8/4/17,0,0,46,11,2,8,2,2,173,0,2017,8/4/17,Q3.2017,48 23.52,-124 41.80,48.23520,-124.41800,WA,2.2017,0,12.72,12.72,12.72,12.72,13.17,0.30,0.69,0.69,1.12,3.36,0,0,0,0,356,0,42,42,104,267
5045102,E,3,23304005,4/13/11,0,46,44,11,1,10,3,12,173,2,2011,4/13/11,Q2.2011,47 26.167,-123 07.189,47.26167,-123.07189,WA,1.2011,2,7.95,7.95,8.23,11.76,14.08,-0.34,-0.27,0.34,0.79,1.27,0,0,86,173,251,20,55,86,173,194
5065046,E,3,42020214,10/14/12,62,62,45,16,2,7,2,9,173,0,2012,10/14/12,Q4.2012,33 54.42,-120 09.12,33.54420,-120.09120,CA,2.2012,0,20.02,20.02,20.02,20.02,20.02,2.62,2.62,2.62,2.62,2.62,11,11,11,11,11,11,11,11,11,11
5041436,N,3,12060402,9/9/10,0,48,48,15,3,9,2,11,173,2,2010,9/9/10,Q3.2010,49 51.793,-126 42.327,49.51793,-126.42327,BC,2.201,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5060070,E,3,22100017,7/8/12,0,47,51,8,2,7,2,12,173,3,2012,7/8/12,Q3.2012,48 35.491,-123 02.173,48.35491,-123.02173,WA,2.2012,11,11.17,11.17,11.17,11.17,13.13,-0.42,-0.07,-0.07,-0.07,1.10,10,10,10,10,317,10,55,55,55,317
5092522,E,3,13440009,12/14/14,0,46,37,11,2,9,2,12,173,0,2014,12/14/14,Q4.2014,48 47.351,-123 33.896,48.47351,-123.33896,BC,2.2014,0,9.70,11.36,12.41,13.97,13.97,NaN,NaN,NaN,NaN,NaN,27,42,83,130,130,29,59,89,179,359
5032947,E,3,13590505,4/11/10,0,46,55,12,2,8,2,2,173,0,2010,4/11/10,Q2.2010,49 45.840,-123 55.962,49.45840,-123.55962,BC,1.201,0,9.06,9.06,9.06,11.06,21.00,0.04,1.16,1.16,1.16,4.73,5,5,5,179,257,27,56,56,56,257
5089179,E,3,22140019,9/22/14,54,0,55,13,1,8,2,12,173,0,2014,9/22/14,Q3.2014,48 36.267,-123 05.577,48.36267,-123.05577,WA,2.2014,0,13.23,14.30,14.30,14.30,14.30,1.45,2.00,2.00,2.21,2.21,26,47,47,47,47,0,47,47,106,106
5070773,E,3,41140412,5/20/13,0,47,45,10,4,10,3,2,173,1,2013,5/20/13,Q2.2013,36 33.57,-121 56.80,36.33570,-121.56800,CA,1.2013,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5074584,E,3,27030106,8/11/13,0,43,43,11,3,8,2,12,173,3,2013,8/11/13,Q3.2013,48 23.36,-124 42.66,48.23360,-124.42660,WA,2.2013,11,12.42,12.78,12.78,12.78,12.78,0.05,0.76,1.36,1.36,1.38,26,40,40,40,40,26,40,70,70,250
5036100,N,3,22140008,7/16/10,58,48,45,16,2,10,2,12,173,0,2010,7/16/10,Q3.2010,48 30.387,-122 59.458,48.30387,-122.59458,WA,2.201,0,12.93,12.93,12.93,12.93,13.73,NaN,NaN,NaN,NaN,NaN,7,7,7,7,306,29,59,89,179,359
5052456,E,3,13650104,10/22/11,50,50,70,15,3,10,3,2,173,3,2011,10/22/11,Q4.2011,49 28.17,-123 14.65,49.28170,-123.14650,BC,2.2011,11,14.35,18.29,18.74,18.74,18.74,1.01,2.76,2.76,2.76,2.76,28,54,62,62,62,28,54,54,54,54
5098177,E,3,22140008,5/9/15,0,48,64,11,2,9,2,7,173,0,2015,5/9/15,Q2.2015,48 30.387,-122 59.458,48.30387,-122.59458,WA,1.2015,0,11.57,11.57,11.57,11.57,14.39,NaN,NaN,NaN,NaN,NaN,0,0,0,0,297,29,59,89,179,359
56425,N,3,22100006,9/12/06,0,52,26,14,3,8,2,12,173,3,2006,9/12/06,Q3.2006,48 35.773,-122 58.791,48.35773,-122.58791,WA,2.2006,11,13.06,13.06,13.06,13.06,13.06,NaN,NaN,NaN,NaN,NaN,24,24,24,24,24,29,59,89,179,359
5017648,N,3,11201003,8/14/08,49,48,52,9,4,11,2,12,173,0,2008,8/14/08,Q3.2008,50 35.30,-126 48.30,50.35300,-126.48300,BC,2.2008,0,12.22,12.22,12.22,12.22,13.04,-0.10,-0.10,-0.10,-0.10,1.13,0,0,0,0,355,0,0,0,0,354
5026514,E,3,23200002,7/25/09,0,50,57,11,3,14,3,12,173,3,2009,7/25/09,Q3.2009,47 44.18,-122 51.58,47.44180,-122.51580,WA,2.2009,11,14.58,14.58,14.58,14.58,14.58,1.72,2.15,2.15,2.15,2.15,3,3,3,3,3,3,41,41,41,41
5101460,E,3,28100014,7/10/15,61,59,71,19,2,9,3,11,173,0,2015,7/10/15,Q3.2015,47 35.11,-122 34.24,47.35110,-122.34240,WA,2.2015,0,15.27,15.27,15.27,15.27,16.04,2.89,2.89,2.89,2.89,2.96,8,8,8,8,338,8,8,8,8,338
56392,E,3,22140019,2/23/07,0,44,32,13,0,10,2,12,173,3,2007,2/23/07,Q1.2007,48 36.267,-123 05.577,48.36267,-123.05577,WA,1.2007,11,7.82,8.12,9.10,13.00,13.00,0.41,0.45,0.51,1.12,1.12,29,59,89,173,173,29,45,70,173,173
5052690,E,3,28100017,11/6/11,52,52,34,14,3,9,2,11,173,2,2011,11/6/11,Q4.2011,47 35.33,-122 33.48,47.35330,-122.33480,WA,2.2011,2,12.14,13.45,14.77,14.77,14.77,0.72,0.83,1.80,1.80,1.80,29,56,72,72,72,26,42,72,72,72
5020358,E,3,26210001,1/3/09,0,46,43,13,1,8,3,12,173,0,2009,1/3/09,Q1.2009,47 19.196,-122 32.583,47.19196,-122.32583,WA,1.2009,0,9.69,10.72,11.48,14.59,14.59,0.57,0.61,0.61,1.71,1.71,29,56,78,168,168,27,31,31,168,168
5033382,N,3,32010104,5/1/10,52,52,46,15,2,4,2,11,173,3,2010,5/1/10,Q2.2010,44 36.925,-124 03.850,44.36925,-124.03850,OR,1.201,11,11.46,11.46,11.46,11.75,15.87,0.74,1.22,1.22,1.22,2.43,12,12,12,179,223,14,55,55,55,223
5076849,E,3,22140008,10/8/13,51,51,55,10,3,9,2,8,173,2,2013,10/8/13,Q4.2013,48 30.387,-122 59.458,48.30387,-122.59458,WA,2.2013,2,13.91,13.91,13.91,13.91,13.91,NaN,NaN,NaN,NaN,NaN,24,24,24,24,24,29,59,89,179,359
5103633,E,3,22100018,9/21/15,52,0,53,12,2,6,2,2,173,0,2015,9/21/15,Q3.2015,48 35.322,-123 01.306,48.35322,-123.01306,WA,2.2015,0,14.28,14.28,14.41,14.41,14.41,2.19,2.19,2.64,2.64,2.64,29,29,79,79,79,29,29,79,79,79
5014486,E,3,42020420,4/26/08,70,51,38,11,3,5,3,1,173,0,2008,4/26/08,Q2.2008,34 01.03,-119 22.05,34.01030,-119.22050,CA,1.2008,0,13.04,13.69,13.69,16.38,20.14,-1.21,-0.49,-0.49,-0.49,1.86,12,46,46,171,270,12,46,46,46,270
5031824,N,3,22100011,2/28/10,58,46,49,11,2,9,2,2,173,2,2010,2/28/10,Q1.2010,48 35.468,-122 55.720,48.35468,-122.55720,WA,1.201,2,8.02,8.02,8.70,13.73,13.73,NaN,NaN,NaN,NaN,NaN,12,12,89,168,168,29,59,89,179,359
5013752,N,3,24020013,3/15/08,45,45,62,9,3,5,2,2,173,3,2008,3/15/08,Q1.2008,48 09.761,-122 40.962,48.09761,-122.40962,WA,1.2008,11,7.56,7.56,7.98,12.04,15.08,-0.16,0.05,0.05,1.34,2.62,7,7,86,175,231,7,56,56,143,231
5023890,E,3,41140516,5/28/09,0,50,49,11,3,10,3,1,173,0,2009,5/28/09,Q2.2009,36 32.603,-121 56.368,36.32603,-121.56368,CA,1.2009,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5108078,E,3,13460008,1/31/16,44,48,67,23,5,13,3,11,173,2,2016,1/31/16,Q1.2016,48 33.825,-123 29.786,48.33825,-123.29786,BC,1.2016,2,8.44,9.36,10.58,13.97,14.44,NaN,NaN,NaN,NaN,NaN,3,53,89,161,211,29,59,89,179,359
5041556,E,3,23304006,12/10/10,0,46,44,8,3,9,3,11,173,3,2010,12/10/10,Q4.2010,47 26.057,-123 07.184,47.26057,-123.07184,WA,2.201,11,10.45,12.05,12.87,14.08,14.08,0.30,0.79,1.27,1.27,1.27,28,59,75,127,127,24,49,70,70,70
5080121,E,3,28100005,12/18/13,50,48,60,14,2,8,2,12,173,2,2013,12/18/13,Q4.2013,47 20.86,-122 33.37,47.20860,-122.33370,WA,2.2013,2,9.64,10.83,13.81,15.62,15.62,-0.10,0.07,1.44,2.71,2.71,28,51,89,147,147,17,51,89,106,106
5067822,E,3,13230011,2/11/13,0,46,40,14,3,9,2,12,173,2,2013,2/11/13,Q1.2013,49 30.729,-124 33.948,49.30729,-124.33948,BC,1.2013,2,7.11,7.76,8.78,20.10,20.18,0.29,0.30,0.59,3.94,4.38,3,51,89,177,214,3,51,69,177,214
5017441,E,3,27030203,8/21/08,48,48,57,17,2,10,2,12,173,2,2008,8/21/08,Q3.2008,48 22.43,-124 34.26,48.22430,-124.34260,WA,2.2008,2,12.10,12.10,12.10,12.10,12.10,-0.02,-0.02,-0.02,-0.02,1.69,7,7,7,7,7,7,7,7,7,303
5049104,N,3,23200003,7/29/11,57,50,48,12,2,10,3,11,173,3,2011,7/29/11,Q3.2011,47 43.45,-122 52.50,47.43450,-122.52500,WA,2.2011,11,14.40,14.40,14.40,14.40,14.42,1.50,1.50,1.50,1.50,1.51,4,4,4,4,357,4,4,4,4,306
5031845,N,3,22140016,3/1/10,58,47,44,12,2,11,2,2,173,2,2010,3/1/10,Q1.2010,48 33.156,-123 00.361,48.33156,-123.00361,WA,1.201,2,8.13,8.13,8.68,12.73,12.73,0.81,0.81,0.81,1.10,1.10,19,19,89,169,169,19,19,19,169,169
5069553,E,3,12090602,4/12/13,0,48,42,9,3,8,2,8,173,2,2013,4/12/13,Q2.2013,48 56.35,-125 13.14,48.56350,-125.13140,BC,1.2013,2,9.57,9.57,9.57,10.93,14.23,0.50,0.50,1.19,1.50,1.50,11,11,11,162,238,11,11,72,111,111
5091379,E,3,42060309,11/16/14,59,59,78,7,1,5,2,2,173,0,2014,11/16/14,Q4.2014,32 51.029,-117 16.296,32.51029,-117.16296,CA,2.2014,0,21.88,22.72,23.82,23.82,23.82,3.02,3.02,3.41,3.41,3.41,25,59,68,68,68,22,22,68,68,68
5017364,E,3,27020202,8/20/08,0,48,56,21,2,4,3,1,173,2,2008,8/20/08,Q3.2008,48 16.03,-124 17.83,48.16030,-124.17830,WA,2.2008,2,12.10,12.10,12.10,12.10,12.10,-0.02,-0.02,-0.02,-0.02,1.69,6,6,6,6,6,6,6,6,6,302
5063408,E,3,13220003,9/27/12,58,52,77,14,2,7,1,2,173,3,2012,9/27/12,Q3.2012,49 28.699,-124 43.713,49.28699,-124.43713,BC,2.2012,11,16.54,20.10,20.18,20.18,20.18,1.60,3.94,4.38,4.38,4.38,18,40,77,77,77,18,40,77,77,77
5103854,E,3,22140009,9/25/15,0,52,57,12,3,10,1,11,173,0,2015,9/25/15,Q3.2015,48 31.502,-122 58.276,48.31502,-122.58276,WA,2.2015,0,13.93,14.97,14.97,14.97,14.97,NaN,NaN,NaN,NaN,NaN,29,56,56,56,56,29,59,89,179,359
5062228,E,3,27030106,8/13/12,0,48,53,10,3,8,2,2,173,3,2012,8/13/12,Q3.2012,48 23.36,-124 42.66,48.23360,-124.42660,WA,2.2012,11,12.28,12.28,12.28,12.28,12.90,-0.15,-0.15,-0.08,0.03,1.57,1,1,1,1,353,1,1,78,112,309
5117286,E,3,22110004,9/20/16,0,50,62,8,3,7,2,11,173,0,2016,9/20/16,Q3.2016,48 33.64,-122 59.35,48.33640,-122.59350,WA,2.2016,0,15.17,16.00,16.13,16.13,16.13,NaN,NaN,NaN,NaN,NaN,24,38,61,61,61,29,59,89,179,359
5070016,E,3,11490710,4/30/13,45,45,54,9,3,10,2,12,173,2,2013,4/30/13,Q2.2013,50 52.36,-127 39.70,50.52360,-127.39700,BC,1.2013,2,8.42,8.42,8.50,9.15,12.51,0.09,0.78,1.29,1.29,1.29,5,5,85,147,282,27,49,85,85,85
5100458,N,3,22140011,7/4/15,0,52,44,11,2,11,3,11,173,0,2015,7/4/15,Q3.2015,48 27.49,-123 02.28,48.27490,-123.02280,WA,2.2015,0,13.91,13.91,13.91,13.91,13.91,2.29,2.29,2.29,2.29,2.29,1,1,1,1,1,1,1,1,1,1
5028400,N,3,32010111,10/5/09,50,48,47,12,2,7,2,8,173,2,2009,10/5/09,Q4.2009,44 39.071,-124 05.100,44.39071,-124.05100,OR,2.2009,2,15.87,15.87,15.87,15.87,15.87,2.43,2.43,2.43,2.43,2.43,15,15,15,15,15,15,15,15,15,15
5078696,N,3,13590505,11/28/13,50,54,43,7,4,7,2,11,173,0,2013,11/28/13,Q4.2013,49 45.840,-123 55.962,49.45840,-123.55962,BC,2.2013,0,10.63,12.20,18.07,20.63,20.63,0.71,0.86,3.53,4.38,4.38,28,59,76,110,110,28,31,76,126,126
5130615,E,3,27030107,8/1/17,48,48,62,13,2,9,3,2,173,0,2017,8/1/17,Q3.2017,48 23.45,-124 42.90,48.23450,-124.42900,WA,2.2017,0,12.33,12.48,12.48,12.48,13.17,-0.08,0.69,0.69,1.12,3.36,0,38,38,38,353,0,39,39,101,264
5084182,E,3,23301012,5/10/14,47,0,36,9,1,5,2,2,173,3,2014,5/10/14,Q2.2014,47 33.879,-123 00.890,47.33879,-123.00890,WA,1.2014,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29,59,89,179,359,29,59,89,179,359
